新闻 | 2019年07月08日|华为与复旦大学合作开发全国首个医学人工智能课程|近日，华为与复旦大学基础医学院合作开发的 医学人工智能与机器学习课程在上海复旦大学进行集中授课，吸引了来自医学院与附属医院的120多名本科生和研究生参与。
新闻 | 2019年11月21日|GTI举办第26届研讨会，共推5G产业加速|第26届GTI研讨会于2019年11月18日至20日在韩国首尔举办。
新闻 | 2019年11月21日|华为智能计算亮相芬兰全球AI初创大会SLUSH|SLUSH 2019国际大会在芬兰赫尔辛基举办，本次大会聚集了来自来自全球130+国家的国际巨头公司与科技初创公司，参会规模达到20000+人。
新闻 | 2019年11月20日|华为设置“奥林帕斯奖”，促进数据产业基础技术研究与生态建设|在2019全球数据基础设施论坛期间，华为IT产品线副总裁、智能数据与存储领域总裁周跃峰发表了迈入智能时代，共建融合、智能、开放数据基础设施的主题演讲，首次针对数据基础设施技术难题，设置奥林帕斯奖，奖励全球在数据基础设施领域取得突破性贡献的科研工作者。
新闻 | 2019年11月20日|FutureWei陈翔当选3GPP RAN4新一届主席|近日，3GPP RAN4新一届主席选举在美国里诺举办，经过两轮激烈角逐，尘埃落定。
新闻 | 2019年11月20日|华为与中智软件电子证照系统联合解决方案完成鲲鹏兼容性测试认证|近日，华为携手广州市中智软件开发有限公司（以下简称中智软件）开发的电子证照系统联合解决方案，完成了在基于鲲鹏处理器的华为云Stack云平台和大数据平台的兼容性、性能与高可靠性验证。
新闻 | 2019年11月20日|华为以沃土数字平台，共创全联接智慧城市新高度|2019年11月19-21日，第九届全球智慧城市博览会（SCEWC）在巴塞罗那召开。
新闻 | 2019年11月19日|华为面向鲲鹏计算产业，宣布启动数据基础设施战略并开源数据虚拟化引擎HetuEngine|今日，华为在深圳举办2019全球数据基础设施论坛，面向鲲鹏计算产业，宣布全面启动数据基础设施战略，并开源数据虚拟化引擎HetuEngine（河图引擎），希望让伙伴像使用数据库一样使用大数据，让数据治理、使用更简单。
新闻 | 2019年11月19日|华为与巴塞罗那市政府签署合作协议|在西班牙巴塞罗那举行的智慧城市博览会世界大会（SCEWC） 2019上，华为和巴塞罗那市政府签署了合作意向书(LoI， Letter of Intention) ，双方将展开创新项目合作，并促进巴塞罗那市政府的技术投资；合作还包括使用华为的5G、智慧城市等应用（如智能数据中心和光纤技术）助力巴塞罗那市数字化转型。
新闻 | 2019年11月19日|华为发布全球联接指数（GCI）2019报告：智能联接成为经济增长新动力|由人工智能加持的智能联接开始对数字经济产生重大影响，撬动国家数字化转型的新拐点，这是华为全球联接指数（GCI） 2019报告提出的一项关键发现，当一个国家的GCI得分超过65分时，通过对智能联接的持续投入，其GDP增长至少超过1%。
新闻 | 2019年11月15日|中国移动携手华为部署全球最大的商用云专网|今日，在中国移动全球合作伙伴大会上，中国移动集团有限公司（以下简称中国移动）和华为宣布通过联合创新完成了全球最大的云专网商用部署。
新闻 | 2019年11月14日|华为发布HUAWEI SmartCare® BOE解决方案|今日，华为在TM Forum亚洲数字化转型峰会（Digital Transformation Asia，DTA）上，面向全球运营商代表、行业咨询公司代表及生态伙伴发布了HUAWEI SmartCare BOE（Business Operations Enablement，BOE）解决方案，使能运营商实现基于体验与数据驱动的数字化业务运营，实现数字化业务发展与商业新增长。
新闻 | 2019年11月14日|华为联合产业伙伴在第五届智能数据中心基础设施技术峰会启动“智领DC”计划|以智能DC，预建未来为主题的第五届数据中心基础设施技术峰会在东莞顺利召开，来自全球顶级咨询公司、运营商、设计院、行业协会等机构的500多位专家、分析师、客户出席本次峰会，针对全球数据中心发展和建设趋势、5G时代和全芯算力需求带来的挑战、技术发展新趋势进行了深入的分析和探讨。
新闻 | 2019年11月13日|华为5G MEC解决方案荣获 WCA“移动创新奖”|近日，由著名国际电信行业媒体Total Telecom举办的第21届世界通信大奖（World Communication Awards)颁奖典礼在伦敦举行。
新闻 | 2019年11月13日|华为AI战略布局俄罗斯 AI生态建设进入新阶段|近日，俄罗斯AI Journey大会在莫斯科国际会展中心召开，华为以昇腾万里，共创AI新时代为主题参展，分享华为在AI领域的最新技术及在全球行业数字化、智能化进程中的优秀实践，并介绍公司在俄罗斯AI生态建设的进展与下一步计划。
新闻 | 2019年11月11日|亚信科技与华为公司签署鲲鹏生态战略合作协议|近日，亚信科技（中国）有限公司（以下简称亚信科技）与华为技术有限公司（以下简称华为公司）签署了鲲鹏生态战略合作协议。
新闻 | 2019年11月11日|广东交通集团携手华为建设“光”高速，推动ETC自由流收费全面实施|近日，广东省交通集团有限公司（以下简称：广东交通集团）宣布携手华为建设骨干传输网络，覆盖省内高速公路体系，这是在全国范围内取消高速公路省界收费站之后，为全面实现自由流收费所规划的大型基础建设项目之一。
新闻 | 2019年11月11日|StorTrec与华为智能计算签署合作备忘录|近日，HUAWEI ECO-CONNECT EUROPE 2019大会在法国巴黎召开，期间华为智能计算服务部与StorTrec签署了业务合作备忘录（MOU）。
新闻 | 2019年11月08日|充电桩建设迈向快车道，华为直流快充模块荣膺行业大奖|近日，在中国电力企业联合会（简称中电联）和南方电网电动汽车服务有限公司（简称南网电动）联合主办的2019全球电动出行创新大会上，华为直流快充模块同时荣获两大重要奖项：中国充电桩行业年度核心模块品牌奖和行业年度核心模块卓越品质奖。
新闻 | 2019年11月08日|云和恩墨通过华为GaussDB CSSP服务联合解决方案认证，推进鲲鹏计算产业生态发展|日前，云和恩墨（北京）信息技术有限公司(以下简称云和恩墨)凭借其在数据库领域深厚的服务能力、完善的数据库服务解决方案和大量的实践积累，成为华为GaussDB数据库的首个认证服务解决方案合作伙伴（CSSP）。
新闻 | 2019年11月07日|华为Single Voice Core荣获全球话音峰会两项大奖|2019年全球话音峰会在柏林举行，华为Single Voice Core解决方案荣获大会颁发的最佳5G话音解决方案奖（Best 5G Voice Solution）和年度最佳通信创新奖（Communications Innovator of the Year），充分表明了华为在实时通信领域技术创新、网络演进和应用实践等方面的卓越成绩。
新闻 | 2019年11月07日|华为AUTIN荣获2019 GLOTEL全球年度自动化先锋奖|第七届全球电信大奖(Global Telecoms Awards 简称GLOTEL Awards)颁奖典礼上，鉴于智能运维服务（AUTIN）在马来西亚电信运营商Celcom的成功实践，华为AUTIN荣获全球年度自动化先锋奖（Automation Initiative of the Year）。
新闻 | 2019年11月06日|华为携手国泰新点推出基于鲲鹏的政务大数据联合解决方案|近日，华为携手国泰新点完成了政务大数据解决方案在基于鲲鹏处理器的华为云Stack云平台上的兼容性、性能与高可靠性验证，并联合推出政务大数据预集成系列解决方案。
新闻 | 2019年11月06日|华为发布鲲鹏应用开发工程师认证 推动鲲鹏人才生态快速发展|华为鲲鹏应用开发工程师认证（HCIA-Kunpeng Application Developer V1.0）（中文版）正式在中国区发布。
新闻 | 2019年11月06日|牙买加总理霍尔尼斯参观华为并与华为公司董事会成员彭中阳进行会谈|正在中国访问的牙买加总理安德鲁霍尔尼斯于今天参观了华为深圳ICT行业展厅和数字化转型展厅，并与华为公司董事会成员彭中阳进行了会谈。
新闻 | 2019年11月05日|华为发布欧洲AI生态计划，5年投资1亿欧元|HUAWEI ECO-CONNECT EUROPE 2019在法国巴黎顺利召开。华为在会议上正式发布基于昇腾的欧洲AI生态计划，宣布未来5年投入1亿欧元，欧洲计算新时代由此开启。
新闻 | 2019年11月05日|在欧洲，为欧洲，共建智能时代的新联盟|今日，华为以Enable A DigitALL Connected Future为主题在法国巴黎举办第四届欧洲生态大会（Huawei eco-Connect Europe），聚焦智能时代下与欧洲产业的合作与共赢，超过500家合作伙伴和4200多位嘉宾与会交流。
新闻 | 2019年11月04日|华为四大举措助力欧洲创新领导力|华为第七届欧洲创新日在巴黎举办，来自媒体、政府、分析师、智库学者、华为合作伙伴等约400人汇聚罗斯柴尔德公馆，共同探讨基础研究合作，推动欧洲数据主权，科技促进文化繁荣，5G使能千行百业，AI应用增加社会福祉，发挥女性在技术领域的领导力等话题。
新闻 | 2019年11月04日|华为投资为欧洲创造了上百亿欧元的经济收益|据牛津经济研究院的研究报告，2018年，全球ICT领导者华为在欧洲的经营活动为欧洲创造了128亿欧元的经济收益，直接或通过其供应链支撑了16.97万个工作岗位。
新闻 | 2019年11月04日|华为荣获技术服务行业协会TSIA颁发的技术支持“杰出”认证|近日，在技术服务行业协会TSIA举办的技术服务世界年度会议上，华为企业服务荣获EMEA区域技术支持杰出认证（EMEA区域包括欧洲、中东和非洲）。
新闻 | 2019年11月04日|清华大学和华为宣布开展智能数据联合创新|近日，清华大学软件学院、大数据系统软件国家工程实验室（以下简称清华大学）与华为在北京举行智能数据合作研讨会，并为华为-大数据系统软件国家工程实验室联合创新实验室揭牌。
新闻 | 2019年11月01日|中科视维与华为签署“5G+科技文旅”战略合作协议|2019中国国际信息通信展览会在北京国家会议中心举行。
新闻 | 2019年10月31日|华为5G MEC解决方案荣获“2018-2019年度中国通信产业创新方案”奖|在2019中国国际信息通信展览会上，华为5G MEC解决方案凭借持续创新的技术方案和对行业的杰出贡献，荣获2018-2019年度中国通信产业创新方案奖。
